MANDT,PRCTR,DATBI,KOKRS,DATAB,ERSDA,USNAM,MERKMAL,ABTEI,VERAK,VERAK_USER,WAERS,NPRCTR,LAND1,ANRED,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,STRAS,PFACH,PSTLZ,PSTL2,SPRAS,TELBX,TELF1,TELF2,TELFX,TELTX,TELX1,DATLT,DRNAM,KHINR,BUKRS,VNAME,RECID,ETYPE,TXJCD,REGIO,KVEWE,KAPPL,KALSM,LOGSYSTEM,LOCK_IND,PCA_TEMPLATE,SEGMENT,/SIE/ASP_BUNIT,ZZDADATE,ZZDATIME,GLCOMMITTIME,LAST_UPDATED
500,PC-0650,20240930,469X,20191001,20191023,,,CIE,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CIT01987,,,,,,,,,,,,,,,20250811,151807,2025-08-11 15:18:48.340,2025-08-11 15:45:28.046
500,PC-0646,20240930,469X,20221001,20191023,,,CIT320,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CIT01987,,,,,,,,,,,,,,,20241021,151053,2024-10-21 15:14:12.651,2024-10-21 15:41:26.832
500,PC-0119,20240930,469X,20221001,20200311,,,SI GSW,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPSI35,,,,,,,,,,,,,,,20241021,151324,2024-10-21 15:14:12.651,2024-10-21 15:41:26.832
500,PC-0116,20240930,469X,20220901,20220921,,,SI GSW,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPSI35,,,,,,,,,,,,,,,20241021,151324,2024-10-21 15:14:12.651,2024-10-21 15:41:26.832
500,PC-0655,20240930,469X,20221001,20191209,,,CIT320,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L60SHP9000,,,,,,,,,,,,,,,20241021,151224,2024-10-21 15:14:12.651,2024-10-21 15:41:26.832
500,PC-0660,20240930,469X,20221001,20191209,,,CIT320,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L60SHP9000,,,,,,,,,,,,,,,20241021,151304,2024-10-21 15:14:12.651,2024-10-21 15:41:26.832
500,PC-0111,20240930,469X,20221001,20191023,,,SI GSW,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPSI35,,,,,,,,,,,,,,,20241021,151324,2024-10-21 15:14:12.651,2024-10-21 15:41:26.832
500,PC-0113,20240930,469X,20221001,20191023,,,SI GSW,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPSI35,,,,,,,,,,,,,,,20241021,151324,2024-10-21 15:14:12.651,2024-10-21 15:41:26.832
500,PC-0667,20240930,469X,20221001,20200217,,,CIT320,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CIT01987,,,,,,,,,,,,,,,20241021,151304,2024-10-21 15:14:12.651,2024-10-21 15:41:26.832
500,PC-0695,20240930,469X,20200701,20200715,,,GBS H2R,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L60SHP9420,,,,,,,,,,,,,,,20241021,150012,2024-10-21 15:03:45.514,2024-10-21 15:12:13.208
500,PC-0672,20240930,469X,20191001,20191023,,,GBS H2R,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L60SHP9420,,,,,,,,,,,,,,,20241021,150012,2024-10-21 15:03:45.514,2024-10-21 15:12:13.208
500,PC-0693,20240930,469X,20191001,20191023,,,GBS H2R,,,,SEG-009,,,,,,,,,,,,,P,,,,,,,,,L60SHP9420,,,,,,,,,,,,,,,20241021,150012,2024-10-21 15:03:45.514,2024-10-21 15:12:13.208
500,PC-0661,20240930,469X,20221001,20191209,,,CIT320,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L60SHP9000,,,,,,,,,,,,,,,20241021,150703,2024-10-21 15:09:08.033,2024-10-21 15:12:13.208
500,PC-0101,20240930,469X,20231001,20231003,,,SI GSW,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPSI35,,,,,,,,,,,,,,,20241021,145832,2024-10-21 14:58:38.627,2024-10-21 15:12:13.208
500,PC-0330,20240930,469X,20211001,20191023,,,SI BP,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPBT15,,,,,,,,,,,,,,,20240919,153505,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0102,20240930,469X,20211001,20211007,,,SI EA S,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPSI35,,,,,,,,,,,,,,,20240919,153217,2024-09-19 15:32:28.145,2024-09-19 16:17:25.194
500,PC-0245,20240930,469X,20240101,20240219,,,DI PA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI60,,,,,,,,,,,,,,,20240919,153413,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0327,20240930,469X,20211001,20191023,,,SI BP,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPBT16,,,,,,,,,,,,,,,20240919,153505,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0246,20240930,469X,20231001,20240219,,,DI PA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD20,,,,,,,,,,,,,,,20240919,153505,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0232,20240930,469X,20221001,20220928,,,DI PA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI60,,,,,,,,,,,,,,,20240919,153332,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0329,20240930,469X,20211001,20191023,,,SI BP,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPBT15,,,,,,,,,,,,,,,20240919,153505,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0244,20240930,469X,20240101,20240116,,,DI PA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI60,,,,,,,,,,,,,,,20240919,153413,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0128,20240930,469X,20191001,20191023,,,DI PA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD20,,,,,,,,,,,,,,,20240919,153252,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0224,20240930,469X,20191001,20191023,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD10,,,,,,,,,,,,,,,20240919,153332,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0243,20240930,469X,20240101,20240116,,,DI PA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI60,,,,,,,,,,,,,,,20240919,153413,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0333,20240930,469X,20211001,20191023,,,SI BP,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPBT15,,,,,,,,,,,,,,,20240919,153545,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0731,20240930,469X,20191001,20191023,,,SI BP,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPBT15,,,,,,,,,,,,,,,20240919,153545,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0199,20240930,469X,20191001,20191023,,,DI PA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD20,,,,,,,,,,,,,,,20240919,153332,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0175,20240930,469X,20191001,20191023,,,DI PA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD20,,,,,,,,,,,,,,,20240919,153332,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0136,20240930,469X,20191001,20191023,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD10,,,,,,,,,,,,,,,20240919,153252,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0241,20240930,469X,20240101,20240116,,,DI MC,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDI20,,,,,,,,,,,,,,,20240919,153413,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0155,20240930,469X,20191001,20191023,,,DI PA,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPPD20,,,,,,,,,,,,,,,20240919,153252,2024-09-19 15:36:46.334,2024-09-19 16:17:25.194
500,PC-0698,20240930,469H,20221001,20150302,,,SHS CS,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHP5102,,,,,,,,,,,,,,,20240925,190650,2024-09-25 19:09:50.090,2024-09-25 19:12:30.048
500,PC-0724,99991231,469H,20240701,20240726,,,SHS CI,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHP9503,,,,,,,,,,,,,,,20240802,164246,2024-08-02 16:42:54.232,2024-08-02 17:13:31.271
000,PC-0023,99991231,HU01,19500101,20020117,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PHU01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0729,99991231,RECO,19500101,20050512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P0001,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,0001,19500101,20020115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P0001-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,BE01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PBE01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,CN01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PCN01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,CO01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PCO01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,CZ01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PCZ01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,DE01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PDE01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,DE02,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PDE02-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,ES01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PES01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,HU01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PHU01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,JP01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PJP01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,KR01,19500101,20020115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKR01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,NO01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PNO01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,PE01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PPE01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,PL01,19500101,20020115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPL01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,RU01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PRU01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,SE01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PSE01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,SK01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PSK01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,TR01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PTR01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,TW01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PTW01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
000,PC-0730,99991231,UA01,19970101,20020111,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,PUA01-1,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0001,99991231,469H,20091001,20100708,,,,,,,SEG-001,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0001,99991231,469X,19500101,20191024,,,,,,,SEG-001,,,,,,,,,,,,,P,,,,,,,,,L60SHP9989,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0001,99991231,504A,19500101,20090916,,,,,,,SEG-001,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0001,99991231,544W,20170901,20180509,,,,,,,SEG-001,,,,,,,,,,,,,P,,,,,,,,,L68SHPDF00,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0001,99991231,572S,20170901,20180329,,,CF R ACC,,,,SEG-001,,,,,,,,,,,,,P,,,,,,,,,L61SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0001,99991231,9975,19500101,20070216,,,,,,,SEG-001,,,,,,,,,,,,,E,,,,,,,,,L89SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0002,99991231,469X,20191001,20191017,,,SDF DIFF,,,,SEG-020,,,,,,,,,,,,,P,,,,,,,,,L60SHPDF99,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0003,20150930,469H,20091001,20110922,,,X,,,,SEG-018,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0003,20180930,504A,20110930,20110922,,,X,,,,SEG-018,,,,,,,,,,,,,P,,,,,,,,,L82SHPBT20,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0003,99991231,469H,20151001,20110922,,,X,,,,SEG-018,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0003,99991231,469X,20191001,20191023,,,SBT,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L60SHPBT20,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0003,99991231,504A,20181001,20110922,,,X,,,,SEG-018,,,,,,,,,,,,,P,,,,,,,,,L82SHPBT20,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0004,99991231,469H,20190901,20191022,,,CDO,,,,SEG-002,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0004,99991231,469X,20191001,20191023,,,CDO,,,,SEG-002,,,,,,,,,,,,,P,,,,,,,,,L60SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0004,99991231,504A,20190901,20191015,,,CDO,,,,SEG-002,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0004,99991231,572S,20190901,20191015,,,CDO,,,,SEG-002,,,,,,,,,,,,,P,,,,,,,,,L61SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0005,20150930,469H,20090101,20100709,,,CIE,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0005,20160930,504A,20090101,20091029,,,CIE,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0005,20190930,469X,19500101,20191016,,,CIE,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CIT01987,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0005,20220930,469X,20191001,20191016,,,CIE,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CIT01987,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0005,20220930,544W,20170901,20180606,,,CIE,,,,SEG-003,,,,,,,,,,,,,E,,,,,,,,,L68SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0005,99991231,469H,20151001,20100709,,,CIE,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0005,99991231,469X,20221001,20191016,,,CIE,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,CIT01987,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0005,99991231,504A,20161001,20091029,,,CIE,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0005,99991231,544W,20221001,20180606,,,CIE,,,,SEG-003,,,,,,,,,,,,,E,,,,,,,,,L68SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0005,99991231,572S,20170901,20180329,,,CF R ACC,,,,SEG-003,,,,,,,,,,,,,P,,,,,,,,,L61SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0006,20150930,469H,20110930,20110922,,,X,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0006,20180930,504A,19500101,20110922,,,X,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L82SHPEM20,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0006,99991231,469H,20151001,20110922,,,X,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0006,99991231,504A,20181001,20110922,,,X,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L82SHPEM20,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0007,99991231,469X,20191001,20200213,,,SMO,,,,SEG-022,,,,,,,,,,,,,P,,,,,,,,,L60SHPMO99,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0008,99991231,469H,20171001,20171211,,,CMP,,,,SEG-004,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0009,99991231,469H,20110930,20110922,,,X,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0009,99991231,504A,20110930,20110922,,,X,,,,SEG-005,,,,,,,,,,,,,P,,,,,,,,,L82SHPMO20,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0010,99991231,504A,20110930,20110922,,,X,,,,SEG-006,,,,,,,,,,,,,P,,,,,,,,,L82SHPEM99,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0011,20150930,469H,20100101,20100709,,,E P OS,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0011,99991231,469H,20151001,20100709,,,E P OS,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0012,20150930,469H,20100101,20100709,,,E P OS,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0012,99991231,469H,20151001,20100709,,,E P OS,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0012,99991231,469X,20200301,20211106,,,,,,,SEG-007,,,,,,,,,,,,,P,,,,,,,,,L60SHPZZ00,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0013,20191130,504A,20190930,20191014,,,SSI,,,,SEG-021,,,,,,,,,,,,,P,,,,,,,,,L82SHP2020,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0014,20191031,504A,20190930,20191014,,,SSI,,,,SEG-021,,,,,,,,,,,,,P,,,,,,,,,L82SHP2020,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0015,20120930,504A,20090101,20091029,,,,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0015,20130930,469H,20100101,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0015,20150930,469H,20131001,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0015,20180930,504A,20121001,20091029,,,,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0015,99991231,469H,20151001,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0015,99991231,504A,20181001,20091029,,,,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0016,20120930,504A,20091001,20091027,,,,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L82SHPEM99,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0016,20150930,469H,20100101,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0016,99991231,469H,20151001,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0016,99991231,469X,20200301,20211106,,,,,,,SEG-008,,,,,,,,,,,,,P,,,,,,,,,L60SHPZZ00,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0016,99991231,504A,20121001,20091027,,,,,,,SEG-026,,,,,,,,,,,,,P,,,,,,,,,L82SHPEM99,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0017,20120930,504A,20090101,20091029,,,E P OS,,,,SEG-021,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0017,20150930,469H,20100101,20100709,,,E P OS,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0017,20180930,504A,20121001,20091029,,,E P OS,,,,SEG-021,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0017,99991231,469H,20151001,20100709,,,E P OS,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0017,99991231,504A,20181001,20091029,,,E P OS,,,,SEG-021,,,,,,,,,,,,,P,,,,,,,,,L82SHPSTAT,,,,,,,,,,,X,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
500,PC-0018,20150930,469H,20100101,20100709,,,,,,,SEG-010,,,,,,,,,,,,,P,,,,,,,,,L80SHPSTAT,,,,,,,,,,,,,,,20240612,140205,2024-06-12 16:03:55.116,2024-07-23 21:56:00.253
